section,field,row_count,missing_count,missing_percent,observed_types,type_counts,examples
fundamental,IPO Date,952,0,0.0,string,"{""string"": 952}","[""2024-12-05"", ""2001-04-05"", ""2005-09-29""]"
fundamental,Current PE Ratio (Annualised),952,314,32.98,integer|number,"{""integer"": 3, ""number"": 635}","[6.046707494992565, 7.957102072451775, -5.358739207470611]"
fundamental,Current PE Ratio (TTM),952,19,2.0,integer|number,"{""integer"": 13, ""number"": 920}","[4.83389, 7.5805936, -5.519333330142304]"
fundamental,Earnings Yield (TTM),952,22,2.31,number,"{""number"": 930}","[0.2068727256929719, 0.1319157908689367, -0.1811813021943752]"
fundamental,Current Price to Sales (TTM),952,31,3.26,integer|number,"{""integer"": 6, ""number"": 915}","[12964.557, 0.40796193, 0.8594154]"
fundamental,Current Price to Book Value,952,4,0.42,integer|number,"{""integer"": 19, ""number"": 929}","[18633.178, 0.4969169, 5.732484]"
fundamental,EV to EBIT (TTM),952,324,34.03,number,"{""number"": 628}","[4.305415950067974, 3.999123481995628, -8.815395951235002]"
fundamental,EV to EBITDA (TTM),952,98,10.29,integer|number,"{""integer"": 1, ""number"": 853}","[56540.46, 1.982, -18.961]"
fundamental,Market Cap,952,4,0.42,string,"{""string"": 948}","[""62,100"", ""11,885"", ""142""]"
fundamental,Enterprise Value,952,37,3.89,string,"{""string"": 915}","[""61,319"", ""7,509"", ""196""]"
fundamental,Current Share Outstanding,952,4,0.42,string,"{""string"": 948}","[""7.79 B"", ""1.92 B"", ""3.94 B""]"
fundamental,Gross Profit Margin (Quarter),952,388,40.76,number,"{""number"": 564}","[0.2466529144065459, 0.154966847338596, 0.4636513439078674]"
fundamental,Operating Profit Margin (Quarter),952,338,35.5,number,"{""number"": 614}","[0.2042708620636818, 0.0719886171485792, -0.2410490832865244]"
fundamental,Net Profit Margin (Quarter),952,319,33.51,number,"{""number"": 633}","[0.1369843860133002, 0.04977558085640921, -0.2346059217057329]"
fundamental,Return on Assets (TTM),952,30,3.15,number,"{""number"": 922}","[0.103760004, 0.05065, -0.052259997]"
fundamental,Return on Equity (TTM),952,42,4.41,number,"{""number"": 910}","[0.21462, 0.068390004, -1.038598518543346]"
fundamental,Return on Capital Employed (TTM),952,375,39.39,number,"{""number"": 577}","[0.161355076707827, 0.07377189181156692, -0.6656956986230952]"
fundamental,Return On Invested Capital (TTM),952,323,33.93,number,"{""number"": 629}","[0.1832556931694995, 0.07622152852110539, -0.164395997686094]"
fundamental,Days Sales Outstanding (Quarter),952,331,34.77,integer|number,"{""integer"": 5, ""number"": 616}","[41.41091868162177, 10.76168941073029, 110.0920929754547]"
fundamental,Asset Turnover (TTM),952,297,31.2,integer|number,"{""integer"": 3, ""number"": 652}","[0.8286454289737637, 1.044424341482622, 0.7129362658876237]"
fundamental,Days Inventory (Quarter),952,440,46.22,integer|number,"{""integer"": 3, ""number"": 509}","[15.86408759291111, 42.80476533687821, 10.24963240205872]"
fundamental,Days Payables Outstanding (Quarter),952,387,40.65,number,"{""number"": 565}","[59.04249598608764, 19.37640700149023, 492.5525762251669]"
fundamental,Cash Conversion Cycle (Quarter),952,446,46.85,number,"{""number"": 506}","[-1.767489711554767, 34.19004774611827, -372.2108508476534]"
fundamental,Receivables Turnover (Quarter),952,334,35.08,integer|number,"{""integer"": 2, ""number"": 616}","[8.693359419716726, 33.45199682505708, 3.269989608429578]"
fundamental,Current Ratio (Quarter),952,84,8.82,integer|number,"{""integer"": 1, ""number"": 867}","[2.095, 4, 0.454]"
fundamental,Quick Ratio (Quarter),952,88,9.24,integer|number,"{""integer"": 1, ""number"": 863}","[1.74, 2.305, 0.292]"
fundamental,Debt to Equity Ratio (Quarter),952,74,7.77,integer|number,"{""integer"": 35, ""number"": 843}","[0.22226, 0, 4.00596498657482]"
fundamental,LT Debt/Equity (Quarter),952,402,42.23,integer|number,"{""integer"": 18, ""number"": 532}","[0.2227672134167225, 0, 0.005006949160157655]"
fundamental,Total Liabilities/Equity (Quarter),952,297,31.2,number,"{""number"": 655}","[0.5754287704311737, 0.1404768415269566, 13.73997064863298]"
fundamental,Financial Leverage (Quarter),952,297,31.2,number,"{""number"": 655}","[1.663718495194951, 1.166237898967195, 9.355790150216164]"
fundamental,Interest Coverage (TTM),952,341,35.82,number,"{""number"": 611}","[29.47403417533432, 39.15873777295764, -6.482988502151263]"
fundamental,Free cash flow (Quarter),952,313,32.88,string,"{""string"": 639}","[""-571"", ""1,946"", ""-5""]"
fundamental,Altman Z-Score (Original),952,297,31.2,number,"{""number"": 655}","[2.734476991546242, 4.653691867501557, -2.205942934203609]"
fundamental,Altman Z-Score (Modified),952,297,31.2,number,"{""number"": 655}","[4.328483445122356, 11.86118964890033, -8.970254565409126]"
fundamental,1 Month Price Returns,952,0,0.0,integer|number,"{""integer"": 97, ""number"": 855}","[-0.1284153005464481, -0.2469512195121951, -0.07692307692307687]"
fundamental,3 Month Price Returns,952,0,0.0,integer|number,"{""integer"": 91, ""number"": 861}","[-0.2458628841607565, -0.1245286425354998, -0.2]"
fundamental,6 Month Price Returns,952,0,0.0,integer|number,"{""integer"": 88, ""number"": 864}","[0.03908794788273617, -0.1750366120557221, -0.368421052631579]"
fundamental,1 Year Price Returns,952,8,0.84,integer|number,"{""integer"": 79, ""number"": 865}","[0.1720767188970675, 0.08478586621734885, 0]"
fundamental,3 Year Price Returns,952,115,12.08,integer|number,"{""integer"": 39, ""number"": 798}","[-0.07835431323972186, -0.6603773584905661, -0.4810810810810811]"
fundamental,Year to Date Price Returns,952,0,0.0,integer|number,"{""integer"": 87, ""number"": 865}","[0.1312056737588652, -0.1274963123638265, -0.3898305084745762]"
fundamental,52 Week High,952,0,0.0,integer|number,"{""integer"": 782, ""number"": 170}","[11675, 8475, 89]"
fundamental,52 Week Low,952,0,0.0,integer|number,"{""integer"": 806, ""number"": 146}","[6287.984375, 5408.93017578125, 31]"
fundamental,Book Value (Quarter),952,297,31.2,string,"{""string"": 655}","[""62,367"", ""23,917"", ""25""]"
fundamental,Current Book Value Per Share,952,299,31.41,string,"{""string"": 653}","[""8,009.20"", ""12,426.62"", ""6.28""]"
fundamental,Tang. Book Value (Quarter),952,297,31.2,string,"{""string"": 655}","[""49,100"", ""23,861"", ""17""]"
fundamental,Current Tang. Book Value Per Share,952,299,31.41,string,"{""string"": 653}","[""6,305.48"", ""12,397.55"", ""4.37""]"
fundamental,Short-term Debt (Quarter),952,421,44.22,string,"{""string"": 531}","[""774"", ""0"", ""99""]"
fundamental,Long-term Debt (Quarter),952,402,42.23,string,"{""string"": 550}","[""13,893"", ""0"", ""11,183""]"
fundamental,Cash (Quarter),952,35,3.68,string,"{""string"": 917}","[""16,414"", ""4,704"", ""18""]"
fundamental,Total Assets (Quarter),952,297,31.2,string,"{""string"": 655}","[""103,761"", ""27,893"", ""231""]"
fundamental,Total Liabilities (Quarter),952,297,31.2,string,"{""string"": 655}","[""35,888"", ""3,360"", ""340""]"
fundamental,Current EPS (TTM),952,30,3.15,string,"{""string"": 922}","[""1,630.26"", ""814.72"", ""-6.52""]"
fundamental,EPS (Quarter YoY Growth),952,690,72.48,integer|number,"{""integer"": 17, ""number"": 245}","[-0.2701628923321414, 0.3478532721967487, 0.4482758620689655]"
fundamental,Revenue (TTM),952,27,2.84,string,"{""string"": 925}","[""85,981"", ""29,132"", ""165""]"
fundamental,Revenue (Quarter YoY Growth),952,355,37.29,integer|number,"{""integer"": 2, ""number"": 595}","[-0.1032644960611867, 0.06803141418353542, -0.4099244316780037]"
fundamental,Net Income (TTM),952,27,2.84,string,"{""string"": 925}","[""12,695"", ""1,568"", ""-26""]"
fundamental,EBIT (TTM),952,314,32.98,string,"{""string"": 638}","[""14,242"", ""1,878"", ""-22""]"
fundamental,Cash From Operations (TTM),952,48,5.04,string,"{""string"": 904}","[""10,373"", ""3,979"", ""-5""]"
fundamental,Cash From Investing (TTM),952,297,31.2,string,"{""string"": 655}","[""-6,584"", ""-738"", ""-2""]"
fundamental,Cash From Financing (TTM),952,299,31.41,string,"{""string"": 653}","[""-17,524"", ""-806"", ""9""]"
fundamental,Capital expenditure (TTM),952,316,33.19,string,"{""string"": 636}","[""-5,674"", ""-738"", ""-1""]"
fundamental,Free cash flow (TTM),952,36,3.78,string,"{""string"": 916}","[""1,106"", ""1,804"", ""10""]"
fundamental,Upcoming Dividend · Upcoming only · yfinance · Year,952,921,96.74,string,"{""string"": 31}","[""2026""]"
fundamental,Upcoming Dividend · Upcoming only · yfinance · Dividend (IDR),952,921,96.74,string,"{""string"": 31}","[""8.27"", ""41.50"", ""0.90""]"
fundamental,Upcoming Dividend · Upcoming only · yfinance · Payout Ratio (%),952,927,97.37,integer|number,"{""integer"": 3, ""number"": 22}","[0.1577, 0.4022, 1.6947999]"
fundamental,Upcoming Dividend · Upcoming only · yfinance · Dividend Yield (%),952,921,96.74,number,"{""number"": 31}","[0.01759574468085106, 0.03029197080291971, 0.018]"
fundamental,Upcoming Dividend · Upcoming only · yfinance · Ex Date,952,921,96.74,string,"{""string"": 31}","[""2026-06-12"", ""2026-06-15"", ""2026-06-17""]"
fundamental,Upcoming Dividend · Upcoming only · yfinance · Pay Date,952,952,100.0,,{},[]
fundamental,Latest Dividend · Historical latest · yfinance · Year,952,327,34.35,string,"{""string"": 625}","[""2025"", ""2026"", ""2022""]"
fundamental,Latest Dividend · Historical latest · yfinance · Dividend (IDR),952,327,34.35,string,"{""string"": 625}","[""538.08"", ""335.00"", ""81.51""]"
fundamental,Latest Dividend · Historical latest · yfinance · Payout Ratio (%),952,486,51.05,integer|number,"{""integer"": 181, ""number"": 285}","[0.35599998, 0.3768, 0]"
fundamental,Latest Dividend · Historical latest · yfinance · Dividend Yield (%),952,328,34.45,number,"{""number"": 624}","[0.06747084639498434, 0.05425101214574899, 0.02425799107142857]"
fundamental,Latest Dividend · Historical latest · yfinance · Ex Date,952,327,34.35,string,"{""string"": 625}","[""2025-11-18"", ""2026-04-24"", ""2022-06-07""]"
fundamental,Latest Dividend · Historical latest · yfinance · Pay Date,952,952,100.0,,{},[]
fundamental,Current PBV,952,952,100.0,,{},[]
fundamental,Mean PBV (3Y),952,952,100.0,,{},[]
fundamental,+2 SD,952,952,100.0,,{},[]
fundamental,+1 SD,952,952,100.0,,{},[]
fundamental,-1 SD,952,952,100.0,,{},[]
fundamental,-2 SD,952,952,100.0,,{},[]
fundamental,PBV Z-Score,952,952,100.0,,{},[]
fundamental,PBV Percentile,952,952,100.0,,{},[]
fundamental,PBV Regime,952,952,100.0,,{},[]
news,Ticker,952,0,0.0,string,"{""string"": 952}","[""AADI"", ""AALI"", ""ABBA""]"
news,Company,952,1,0.11,string,"{""string"": 951}","[""ADARO ANDALAN INDONESIA Tbk"", ""ASTRA AGRO LESTARI Tbk"", ""MAHAKA MEDIA Tbk""]"
news,Sector,952,44,4.62,string,"{""string"": 908}","[""IDXENERGY"", ""IDXNONCYC"", ""IDXCYCLIC""]"
news,Sentiment News,952,712,74.79,string,"{""string"": 240}","[""↑ Bullish  ·  Emiten Terafiliasi Boy Thohir, AADI Tetapkan Kurs Konversi Dividen, Nilainy…  [1d]"", ""↑ Bullish  ·  Pemegang Saham Aspirasi Hidup (ACES) Sepakati Tebar Dividen Rp 548 Miliar -…  [today]"", ""↓ Bearish  ·  BEI suspensi saham ADCP, apa kata manajemen? - IDNFinancials.com  [today]""]"
news,Sentiment,952,712,74.79,string,"{""string"": 240}","[""Bullish"", ""Bearish"", ""Neutral""]"
news,News URL,952,712,74.79,string,"{""string"": 240}","[""View →""]"
news,Corp. Action,952,952,100.0,,{},[]
news,Corp. Category,952,952,100.0,,{},[]
news,Event Risk,952,952,100.0,,{},[]
news,Corp. URL,952,952,100.0,,{},[]
processing,Ticker,956,0,0.0,string,"{""string"": 956}","[""AADI"", ""AALI"", ""ABBA""]"
processing,Status,956,0,0.0,string,"{""string"": 956}","[""OK"", ""PARTIAL DATA""]"
processing,Bars,956,0,0.0,integer,"{""integer"": 956}","[355, 6253, 5093]"
processing,Retry Count,956,0,0.0,integer,"{""integer"": 956}",[0]
processing,Source Used,956,0,0.0,string,"{""string"": 956}","[""Yahoo""]"
processing,Latest Market Day,956,0,0.0,string,"{""string"": 956}","[""2026-06-10 00:00:00"", ""2026-06-09 00:00:00""]"
processing,Reason,956,0,0.0,string,"{""string"": 956}","[""OK"", ""Insufficient bars (172 < 210)"", ""Insufficient bars (140 < 210)""]"
